code,circuit,gp,raceid,position,tm,ms,lap,box,accumulated,compound,stint
RIC,Red Bull Ring,Austrian Grand Prix,1031,10,1:11.281,71281,11,,717448,soft,stint_1
RIC,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.885,70885,12,,788729,soft,stint_1
RIC,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.929,70929,13,,859614,soft,stint_1
RIC,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.814,70814,14,,930543,soft,stint_1
RIC,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.828,70828,15,,1001357,soft,stint_1
RIC,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.824,70824,16,,1072185,soft,stint_1
RIC,Red Bull Ring,Austrian Grand Prix,1031,19,1:38.320,98320,17,,1143009,soft,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,19,1:21.596,81596,1,,0,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,19,1:13.736,73736,2,,81596,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,19,1:12.334,72334,3,,155332,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,19,1:11.594,71594,4,,227666,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,19,1:11.724,71724,5,,299260,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,19,1:12.130,72130,6,,370984,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,19,1:12.152,72152,7,,443114,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,19,1:11.784,71784,8,,515266,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,19,1:12.207,72207,9,,587050,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,19,1:12.297,72297,10,,659257,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,18,1:11.923,71923,11,,731554,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,18,1:11.817,71817,12,,803477,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,18,1:11.557,71557,13,,875294,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,18,1:11.588,71588,14,,946851,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,18,1:11.563,71563,15,,1018439,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,18,1:11.674,71674,16,,1090002,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,17,1:11.538,71538,17,,1161676,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,17,1:11.186,71186,18,,1233214,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,17,1:11.053,71053,19,,1304400,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,16,1:11.210,71210,20,,1375453,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,15,1:11.014,71014,21,,1446663,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,15,1:10.891,70891,22,,1517677,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,15,1:11.039,71039,23,,1588568,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,15,1:11.106,71106,24,,1659607,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,13,1:19.305,79305,25,1,1730713,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,13,2:14.065,134065,26,,1810018,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,13,1:23.330,83330,27,,1944083,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,13,1:13.150,73150,28,,2027413,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,13,1:30.313,90313,29,,2100563,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,13,1:42.414,102414,30,,2190876,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,12,1:11.215,71215,31,,2293290,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,12,1:10.962,70962,32,,2364505,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,12,1:10.317,70317,33,,2435467,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,12,1:10.148,70148,34,,2505784,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,12,1:10.107,70107,35,,2575932,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,12,1:10.393,70393,36,,2646039,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,12,1:10.312,70312,37,,2716432,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,12,1:10.236,70236,38,,2786744,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,12,1:10.335,70335,39,,2856980,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,12,1:10.261,70261,40,,2927315,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,12,1:09.901,69901,41,,2997576,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,12,1:10.220,70220,42,,3067477,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,12,1:10.025,70025,43,,3137697,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,13,1:11.190,71190,44,,3207722,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.457,70457,45,,3278912,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,13,1:10.014,70014,46,,3349369,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,13,1:09.693,69693,47,,3419383,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,13,1:09.888,69888,48,,3489076,medium,stint_1
RUS,Red Bull Ring,Austrian Grand Prix,1031,13,1:09.317,69317,49,,3558964,medium,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:17.168,77168,1,,0,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:11.958,71958,2,,77168,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.243,70243,3,,149126,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.316,70316,4,,219369,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.317,70317,5,,289685,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.342,70342,6,,360002,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.563,70563,7,,430344,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.651,70651,8,,500907,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.571,70571,9,,571558,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.518,70518,10,,642129,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.701,70701,11,,712647,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.549,70549,12,,783348,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.392,70392,13,,853897,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.421,70421,14,,924289,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.322,70322,15,,994710,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.378,70378,16,,1065032,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.405,70405,17,,1135410,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.434,70434,18,,1205815,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.250,70250,19,,1276249,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.010,70010,20,,1346499,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.105,70105,21,,1416509,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.051,70051,22,,1486614,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.133,70133,23,,1556665,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.316,70316,24,,1626798,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.141,70141,25,,1697114,soft,stint_1
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:30.179,90179,26,1,1767255,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:52.463,112463,27,,1947613,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:37.161,97161,28,,2060076,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:55.235,115235,29,,2157237,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:46.943,106943,30,,2272472,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:11.454,71454,31,,2379415,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.021,70021,32,,2450869,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.718,69718,33,,2520890,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.320,69320,34,,2590608,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.328,69328,35,,2659928,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.685,69685,36,,2729256,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.246,69246,37,,2798941,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.365,69365,38,,2868187,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.427,69427,39,,2937552,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.460,69460,40,,3006979,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.105,69105,41,,3076439,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.457,69457,42,,3145544,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.329,69329,43,,3215001,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.243,69243,44,,3284330,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.374,69374,45,,3353573,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.220,69220,46,,3422947,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.089,69089,47,,3492167,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:08.928,68928,48,,3561256,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:08.974,68974,49,,3630184,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:09.232,69232,50,,3699158,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:24.968,84968,51,,3768390,hard,stint_2
SAI,Red Bull Ring,Austrian Grand Prix,1031,5,1:35.696,95696,52,2,3853358,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,9,1:57.478,117478,53,,4044750,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,9,1:32.324,92324,54,,4162228,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:41.084,101084,55,,4254552,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:56.046,116046,56,3,4355636,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:54.877,114877,57,,4587728,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:50.839,110839,58,,4702605,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,8,1:43.568,103568,59,,4813444,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,9,1:32.073,92073,60,,4917012,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,7,1:10.526,70526,61,,5009085,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,6,1:08.576,68576,62,,5079611,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,6,1:07.974,67974,63,,5148187,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,6,1:08.497,68497,64,,5216161,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,6,1:08.446,68446,65,,5284658,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,6,1:09.339,69339,66,,5353104,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,6,1:08.917,68917,67,,5422443,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,6,1:08.712,68712,68,,5491360,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,6,1:09.155,69155,69,,5560072,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,6,1:09.028,69028,70,,5629227,medium,stint_3
SAI,Red Bull Ring,Austrian Grand Prix,1031,5,1:08.308,68308,71,,5698255,medium,stint_3
STR,Red Bull Ring,Austrian Grand Prix,1031,9,1:17.583,77583,1,,0,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,9,1:12.184,72184,2,,77583,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.570,70570,3,,149767,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.326,70326,4,,220337,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.333,70333,5,,290663,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.508,70508,6,,360996,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.845,70845,7,,431504,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.655,70655,8,,502349,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.847,70847,9,,573004,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,9,1:11.253,71253,10,,643851,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,8,1:11.495,71495,11,,715104,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,8,1:11.412,71412,12,,786599,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,8,1:11.006,71006,13,,858011,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.629,70629,14,,929017,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.734,70734,15,,999646,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.611,70611,16,,1070380,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,8,1:11.431,71431,17,,1140991,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,9,1:14.041,74041,18,,1212422,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,10,1:15.253,75253,19,,1286463,soft,stint_1
STR,Red Bull Ring,Austrian Grand Prix,1031,14,1:19.510,79510,20,,1361716,soft,stint_1
VER,Red Bull Ring,Austrian Grand Prix,1031,2,1:13.501,73501,1,,0,medium,stint_1
VER,Red Bull Ring,Austrian Grand Prix,1031,2,1:09.859,69859,2,,73501,medium,stint_1
VER,Red Bull Ring,Austrian Grand Prix,1031,2,1:09.380,69380,3,,143360,medium,stint_1
VER,Red Bull Ring,Austrian Grand Prix,1031,2,1:09.428,69428,4,,212740,medium,stint_1
VER,Red Bull Ring,Austrian Grand Prix,1031,2,1:09.351,69351,5,,282168,medium,stint_1
VER,Red Bull Ring,Austrian Grand Prix,1031,2,1:09.469,69469,6,,351519,medium,stint_1
VER,Red Bull Ring,Austrian Grand Prix,1031,2,1:09.577,69577,7,,420988,medium,stint_1
VER,Red Bull Ring,Austrian Grand Prix,1031,2,1:09.538,69538,8,,490565,medium,stint_1
VER,Red Bull Ring,Austrian Grand Prix,1031,2,1:09.459,69459,9,,560103,medium,stint_1
VER,Red Bull Ring,Austrian Grand Prix,1031,2,1:09.451,69451,10,,629562,medium,stint_1
VER,Red Bull Ring,Austrian Grand Prix,1031,20,2:18.665,138665,11,,699013,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:18.362,78362,1,,0,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:12.072,72072,2,,78362,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.670,70670,3,,150434,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.483,70483,4,,221104,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.422,70422,5,,291587,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.594,70594,6,,362009,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.841,70841,7,,432603,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.716,70716,8,,503444,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:11.613,71613,9,,574160,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:11.011,71011,10,,645773,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,9,1:11.103,71103,11,,716784,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,9,1:11.043,71043,12,,787887,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,9,1:11.084,71084,13,,858930,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.649,70649,14,,930014,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.823,70823,15,,1000663,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.650,70650,16,,1071486,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,9,1:10.994,70994,17,,1142136,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.617,70617,18,,1213130,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.604,70604,19,,1283747,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.332,70332,20,,1354351,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.455,70455,21,,1424683,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.529,70529,22,,1495138,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.644,70644,23,,1565667,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.653,70653,24,,1636311,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,8,1:10.778,70778,25,,1706964,medium,stint_1
VET,Red Bull Ring,Austrian Grand Prix,1031,8,1:33.851,93851,26,1,1777742,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,8,1:50.020,110020,27,,1965444,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,8,1:27.415,87415,28,,2075464,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,8,1:53.981,113981,29,,2162879,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,8,1:46.730,106730,30,,2276860,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,15,1:20.761,80761,31,,2383590,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,15,1:10.065,70065,32,,2464351,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,15,1:10.032,70032,33,,2534416,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,15,1:09.590,69590,34,,2604448,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,15,1:10.785,70785,35,,2674038,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:10.077,70077,36,,2744823,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.508,69508,37,,2814900,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.775,69775,38,,2884408,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.469,69469,39,,2954183,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.812,69812,40,,3023652,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.743,69743,41,,3093464,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.863,69863,42,,3163207,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:10.043,70043,43,,3233070,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:10.485,70485,44,,3303113,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:10.875,70875,45,,3373598,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:10.049,70049,46,,3444473,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.669,69669,47,,3514522,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.576,69576,48,,3584191,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,14,1:09.446,69446,49,,3653767,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,13,1:09.755,69755,50,,3723213,hard,stint_2
VET,Red Bull Ring,Austrian Grand Prix,1031,13,1:32.503,92503,51,2,3792968,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,13,1:50.124,110124,52,,3977974,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,13,1:20.445,80445,53,,4088098,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,12,1:28.931,88931,54,,4168543,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,12,1:42.023,102023,55,,4257474,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:57.835,117835,56,3,4359497,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:52.817,112817,57,,4595167,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:50.336,110336,58,,4707984,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:44.460,104460,59,,4818320,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:29.292,89292,60,,4922780,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:11.743,71743,61,,5012072,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:10.433,70433,62,,5083815,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:10.387,70387,63,,5154248,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:10.415,70415,64,,5224635,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:10.623,70623,65,,5295050,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:10.755,70755,66,,5365673,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,12,1:11.236,71236,67,,5436428,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,11,1:10.004,70004,68,,5507664,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:09.453,69453,69,,5577668,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:08.729,68729,70,,5647121,soft,stint_3
VET,Red Bull Ring,Austrian Grand Prix,1031,10,1:08.623,68623,71,,5715850,soft,stint_3
